accession,goAnnotation.ontologyTerm.identifier,goAnnotation.ontologyTerm.namespace,goAnnotation.qualifier
CPX:CPX-1866,GO:0000082,biological_process,biolink:actively_involved_in
CPX:CPX-1866,GO:0004722,molecular_function,biolink:enables
CPX:CPX-1866,GO:0008287,cellular_component,biolink:located_in
CPX:CPX-1867,GO:0003682,molecular_function,biolink:enables
CPX:CPX-1867,GO:0034087,biological_process,biolink:actively_involved_in
CPX:CPX-1867,GO:0034990,None,None
CPX:CPX-1868,GO:0000785,cellular_component,biolink:located_in
CPX:CPX-1868,GO:0032116,cellular_component,biolink:located_in
CPX:CPX-1868,GO:0034087,biological_process,biolink:actively_involved_in
CPX:CPX-1868,GO:1905309,biological_process,biolink:actively_involved_in
CPX:CPX-1869,GO:0000796,cellular_component,biolink:located_in
CPX:CPX-1869,GO:0003682,molecular_function,biolink:enables
CPX:CPX-1869,GO:0005524,molecular_function,biolink:enables
CPX:CPX-1869,GO:0030261,biological_process,biolink:actively_involved_in
CPX:CPX-1872,GO:0003690,molecular_function,biolink:enables
CPX:CPX-1872,GO:0004520,molecular_function,biolink:enables
CPX:CPX-1872,GO:0005634,cellular_component,biolink:located_in
CPX:CPX-1872,GO:0006302,biological_process,biolink:actively_involved_in
CPX:CPX-1872,GO:0008310,molecular_function,biolink:enables
CPX:CPX-1872,GO:0016887,molecular_function,biolink:enables
CPX:CPX-1872,GO:0030870,cellular_component,biolink:located_in
CPX:CPX-1872,GO:0042138,biological_process,biolink:actively_involved_in
CPX:CPX-1873,GO:0001682,biological_process,biolink:actively_involved_in
CPX:CPX-1873,GO:0003727,molecular_function,biolink:enables
CPX:CPX-1873,GO:0004526,molecular_function,biolink:enables
CPX:CPX-1873,GO:0005655,cellular_component,biolink:located_in
CPX:CPX-1881,GO:0006914,biological_process,biolink:actively_involved_in
CPX:CPX-1881,GO:0016303,molecular_function,biolink:enables
CPX:CPX-1881,GO:0034045,cellular_component,biolink:located_in
CPX:CPX-1881,GO:0034271,cellular_component,biolink:located_in
CPX:CPX-1881,GO:0046854,biological_process,biolink:actively_involved_in
CPX:CPX-1882,GO:0005634,cellular_component,biolink:located_in
CPX:CPX-1882,GO:0017053,cellular_component,biolink:located_in
CPX:CPX-1882,GO:0045892,biological_process,biolink:actively_involved_in
CPX:CPX-1882,GO:0070482,biological_process,biolink:actively_involved_in
CPX:CPX-1883,GO:0005634,cellular_component,biolink:located_in
CPX:CPX-1883,GO:0017053,cellular_component,biolink:located_in
CPX:CPX-1883,GO:0045892,biological_process,biolink:actively_involved_in
CPX:CPX-1883,GO:0070482,biological_process,biolink:actively_involved_in
CPX:CPX-1884,GO:0000122,biological_process,biolink:actively_involved_in
CPX:CPX-1884,GO:0004407,molecular_function,biolink:enables
CPX:CPX-1884,GO:0016575,biological_process,biolink:actively_involved_in
CPX:CPX-1884,GO:0070823,cellular_component,biolink:located_in
CPX:CPX-1884,GO:1990837,molecular_function,biolink:enables
CPX:CPX-1885,GO:0000398,biological_process,biolink:actively_involved_in
CPX:CPX-1885,GO:0000974,cellular_component,biolink:located_in
CPX:CPX-1886,GO:0000349,biological_process,biolink:actively_involved_in
CPX:CPX-1886,GO:0000390,biological_process,biolink:actively_involved_in
CPX:CPX-1886,GO:0004004,None,None
CPX:CPX-1886,GO:0071008,cellular_component,biolink:located_in
CPX:CPX-1887,GO:0006886,biological_process,biolink:actively_involved_in
CPX:CPX-1887,GO:0006906,biological_process,biolink:actively_involved_in
CPX:CPX-1887,GO:0031166,cellular_component,biolink:located_in
CPX:CPX-1887,GO:0031201,cellular_component,biolink:located_in
CPX:CPX-1887,GO:0061911,biological_process,biolink:actively_involved_in
CPX:CPX-1887,GO:0097637,cellular_component,biolink:located_in
CPX:CPX-1888,GO:0003682,molecular_function,biolink:enables
CPX:CPX-1888,GO:0006303,biological_process,biolink:actively_involved_in
CPX:CPX-1888,GO:0006338,biological_process,biolink:actively_involved_in
CPX:CPX-1888,GO:0016586,cellular_component,biolink:located_in
CPX:CPX-1888,GO:0140658,molecular_function,biolink:enables
CPX:CPX-1889,GO:0000785,cellular_component,biolink:located_in
CPX:CPX-1889,GO:0003682,molecular_function,biolink:enables
CPX:CPX-1889,GO:0006303,biological_process,biolink:actively_involved_in
CPX:CPX-1889,GO:0006338,biological_process,biolink:actively_involved_in
CPX:CPX-1889,GO:0016586,cellular_component,biolink:located_in
CPX:CPX-1889,GO:0140658,molecular_function,biolink:enables
CPX:CPX-1890,GO:0000145,cellular_component,biolink:located_in
CPX:CPX-1890,GO:0005546,molecular_function,biolink:enables
CPX:CPX-1890,GO:0006904,biological_process,biolink:actively_involved_in
CPX:CPX-1891,GO:0000932,cellular_component,biolink:located_in
CPX:CPX-1891,GO:0000956,biological_process,biolink:actively_involved_in
CPX:CPX-1891,GO:0003690,molecular_function,biolink:enables
CPX:CPX-1891,GO:0003727,molecular_function,biolink:enables
CPX:CPX-1891,GO:0003899,molecular_function,biolink:enables
CPX:CPX-1891,GO:0005665,cellular_component,biolink:located_in
CPX:CPX-1891,GO:0006352,biological_process,biolink:actively_involved_in
CPX:CPX-1891,GO:0006413,biological_process,biolink:actively_involved_in
CPX:CPX-1891,GO:1990328,cellular_component,biolink:located_in
CPX:CPX-1892,GO:0004175,molecular_function,biolink:enables
CPX:CPX-1892,GO:0005743,cellular_component,biolink:located_in
CPX:CPX-1892,GO:0006465,biological_process,biolink:actively_involved_in
CPX:CPX-1892,GO:0042720,cellular_component,biolink:located_in
CPX:CPX-1893,GO:0030490,biological_process,biolink:actively_involved_in
CPX:CPX-1893,GO:0030515,molecular_function,biolink:enables
CPX:CPX-1893,GO:0034457,cellular_component,biolink:located_in
CPX:CPX-1893,GO:0042134,molecular_function,biolink:enables
CPX:CPX-1894,GO:0000338,biological_process,biolink:actively_involved_in
CPX:CPX-1894,GO:0000754,biological_process,biolink:actively_involved_in
CPX:CPX-1894,GO:0005634,cellular_component,biolink:located_in
CPX:CPX-1894,GO:0008180,cellular_component,biolink:located_in
CPX:CPX-1895,GO:0003729,molecular_function,biolink:enables
CPX:CPX-1895,GO:0005849,cellular_component,biolink:located_in
CPX:CPX-1895,GO:0006378,biological_process,biolink:actively_involved_in
CPX:CPX-1895,GO:0098787,biological_process,biolink:actively_involved_in
CPX:CPX-1896,GO:0003729,molecular_function,biolink:enables
CPX:CPX-1896,GO:0005849,cellular_component,biolink:located_in
CPX:CPX-1896,GO:0006378,biological_process,biolink:actively_involved_in
CPX:CPX-1896,GO:0098789,biological_process,biolink:actively_involved_in
CPX:CPX-1898,GO:0000776,cellular_component,biolink:located_in
CPX:CPX-1898,GO:0019237,molecular_function,biolink:enables
CPX:CPX-1898,GO:0031518,cellular_component,biolink:located_in
CPX:CPX-1898,GO:0051382,biological_process,biolink:actively_involved_in
CPX:CPX-1899,GO:0000776,cellular_component,biolink:located_in
CPX:CPX-1899,GO:0051382,biological_process,biolink:actively_involved_in
CPX:CPX-1900,GO:0004674,molecular_function,biolink:enables
CPX:CPX-1900,GO:0031134,biological_process,biolink:actively_involved_in
CPX:CPX-1900,GO:0032133,cellular_component,biolink:located_in
CPX:CPX-1900,GO:0051316,biological_process,biolink:actively_involved_in
CPX:CPX-1900,GO:0090267,biological_process,biolink:actively_involved_in
CPX:CPX-1901,GO:0005779,cellular_component,biolink:located_in
CPX:CPX-1901,GO:0016562,biological_process,biolink:actively_involved_in
CPX:CPX-1901,GO:0016887,molecular_function,biolink:enables
CPX:CPX-1901,GO:1904949,cellular_component,biolink:located_in
CPX:CPX-1903,GO:0000151,cellular_component,biolink:located_in
CPX:CPX-1903,GO:0004842,molecular_function,biolink:enables
CPX:CPX-1903,GO:0016558,biological_process,biolink:actively_involved_in
CPX:CPX-1903,GO:0016567,biological_process,biolink:actively_involved_in
CPX:CPX-1904,GO:0005778,cellular_component,biolink:located_in
CPX:CPX-1904,GO:0016560,biological_process,biolink:actively_involved_in
CPX:CPX-1904,GO:1990415,None,None
CPX:CPX-1905,GO:0005053,molecular_function,biolink:enables
CPX:CPX-1905,GO:0005737,cellular_component,biolink:located_in
CPX:CPX-1905,GO:0005778,cellular_component,biolink:located_in
CPX:CPX-1905,GO:0016558,biological_process,biolink:actively_involved_in
CPX:CPX-1905,GO:0038024,molecular_function,biolink:enables
CPX:CPX-1905,GO:0062137,cellular_component,biolink:located_in
CPX:CPX-1906,GO:0005053,molecular_function,biolink:enables
CPX:CPX-1906,GO:0005737,cellular_component,biolink:located_in
CPX:CPX-1906,GO:0005778,cellular_component,biolink:located_in
CPX:CPX-1906,GO:0016558,biological_process,biolink:actively_involved_in
CPX:CPX-1906,GO:0038024,molecular_function,biolink:enables
CPX:CPX-1906,GO:0062137,cellular_component,biolink:located_in
CPX:CPX-1939,GO:0005085,molecular_function,biolink:enables
CPX:CPX-1939,GO:0006891,biological_process,biolink:actively_involved_in
CPX:CPX-1939,GO:0042147,biological_process,biolink:actively_involved_in
CPX:CPX-1939,GO:1990071,cellular_component,biolink:located_in
CPX:CPX-1940,GO:0005085,molecular_function,biolink:enables
CPX:CPX-1940,GO:0006888,biological_process,biolink:actively_involved_in
CPX:CPX-1940,GO:1990070,cellular_component,biolink:located_in
CPX:CPX-1947,GO:0004818,molecular_function,biolink:enables
CPX:CPX-1947,GO:0004825,molecular_function,biolink:enables
CPX:CPX-1947,GO:0005524,molecular_function,biolink:enables
CPX:CPX-1947,GO:0006424,biological_process,biolink:actively_involved_in
CPX:CPX-1947,GO:0006431,biological_process,biolink:actively_involved_in
CPX:CPX-1947,GO:0017102,cellular_component,biolink:located_in
CPX:CPX-2091,GO:0003697,molecular_function,biolink:enables
CPX:CPX-2091,GO:0003899,molecular_function,biolink:enables
CPX:CPX-2091,GO:0005658,cellular_component,biolink:located_in
CPX:CPX-2091,GO:0006270,biological_process,biolink:actively_involved_in
CPX:CPX-21,GO:0000723,biological_process,biolink:actively_involved_in
CPX:CPX-21,GO:0003697,molecular_function,biolink:enables
CPX:CPX-21,GO:0005662,cellular_component,biolink:located_in
CPX:CPX-21,GO:0006260,biological_process,biolink:actively_involved_in
CPX:CPX-21,GO:0006281,biological_process,biolink:actively_involved_in
CPX:CPX-21,GO:0006312,biological_process,biolink:actively_involved_in
CPX:CPX-2101,GO:0003690,molecular_function,biolink:enables
CPX:CPX-2101,GO:0003887,molecular_function,biolink:enables
CPX:CPX-2101,GO:0006259,biological_process,biolink:actively_involved_in
CPX:CPX-2101,GO:0043625,cellular_component,biolink:located_in
CPX:CPX-2110,GO:0003690,molecular_function,biolink:enables
CPX:CPX-2110,GO:0003887,molecular_function,biolink:enables
CPX:CPX-2110,GO:0006261,biological_process,biolink:actively_involved_in
CPX:CPX-2110,GO:0008622,cellular_component,biolink:located_in
CPX:CPX-2112,GO:0000723,biological_process,biolink:actively_involved_in
CPX:CPX-2112,GO:0031936,None,None
CPX:CPX-2112,GO:0042162,molecular_function,biolink:enables
CPX:CPX-2112,GO:0070187,cellular_component,biolink:located_in
CPX:CPX-2122,GO:0000785,cellular_component,biolink:located_in
CPX:CPX-2122,GO:0000812,cellular_component,biolink:located_in
CPX:CPX-2122,GO:0005524,molecular_function,biolink:enables
CPX:CPX-2122,GO:0006355,biological_process,biolink:actively_involved_in
CPX:CPX-2122,GO:0031491,molecular_function,biolink:enables
CPX:CPX-2122,GO:0140658,molecular_function,biolink:enables
CPX:CPX-2143,GO:0005634,cellular_component,biolink:located_in
CPX:CPX-2143,GO:0010484,molecular_function,biolink:enables
CPX:CPX-2143,GO:0010485,molecular_function,biolink:enables
CPX:CPX-2143,GO:0032917,biological_process,biolink:actively_involved_in
CPX:CPX-2143,GO:0043966,biological_process,biolink:actively_involved_in
CPX:CPX-2143,GO:0043967,biological_process,biolink:actively_involved_in
CPX:CPX-2143,GO:1990331,cellular_component,biolink:located_in
CPX:CPX-2146,GO:0005935,cellular_component,biolink:located_in
CPX:CPX-2146,GO:0007117,biological_process,biolink:actively_involved_in
CPX:CPX-2146,GO:0009826,biological_process,biolink:actively_involved_in
CPX:CPX-2146,GO:0045807,biological_process,biolink:actively_involved_in
CPX:CPX-2146,GO:0061645,cellular_component,biolink:located_in
CPX:CPX-2146,GO:1990252,cellular_component,biolink:located_in
CPX:CPX-2147,GO:0004521,molecular_function,biolink:enables
CPX:CPX-2147,GO:0004674,molecular_function,biolink:enables
CPX:CPX-2147,GO:0005524,molecular_function,biolink:enables
CPX:CPX-2147,GO:0030176,cellular_component,biolink:located_in
CPX:CPX-2147,GO:0036290,biological_process,biolink:actively_involved_in
CPX:CPX-2147,GO:0036498,biological_process,biolink:actively_involved_in
CPX:CPX-2147,GO:0043620,biological_process,biolink:actively_involved_in
CPX:CPX-2147,GO:0051082,molecular_function,biolink:enables
CPX:CPX-2147,GO:0098787,biological_process,biolink:actively_involved_in
CPX:CPX-2147,GO:1990332,cellular_component,biolink:located_in
CPX:CPX-2148,GO:0005811,cellular_component,biolink:located_in
CPX:CPX-2148,GO:0008526,molecular_function,biolink:enables
CPX:CPX-2148,GO:0032934,molecular_function,biolink:enables
CPX:CPX-2148,GO:0035091,molecular_function,biolink:enables
CPX:CPX-2148,GO:1902556,cellular_component,biolink:located_in
CPX:CPX-2156,GO:0005832,cellular_component,biolink:located_in
CPX:CPX-2156,GO:0051082,molecular_function,biolink:enables
CPX:CPX-2156,GO:0051086,biological_process,biolink:actively_involved_in
CPX:CPX-2225,GO:0000146,molecular_function,biolink:enables
CPX:CPX-2225,GO:0003779,molecular_function,biolink:enables
CPX:CPX-2225,GO:0005524,molecular_function,biolink:enables
CPX:CPX-2225,GO:0016887,molecular_function,biolink:enables
CPX:CPX-2225,GO:0030050,biological_process,biolink:actively_involved_in
CPX:CPX-2225,GO:0031475,cellular_component,biolink:located_in
CPX:CPX-2262,GO:0000502,cellular_component,biolink:located_in
CPX:CPX-2262,GO:0004298,molecular_function,biolink:enables
CPX:CPX-2262,GO:0004843,molecular_function,biolink:enables
CPX:CPX-2262,GO:0016887,molecular_function,biolink:enables
CPX:CPX-2262,GO:0043161,biological_process,biolink:actively_involved_in
CPX:CPX-2267,GO:0015680,biological_process,biolink:actively_involved_in
CPX:CPX-2267,GO:0016532,molecular_function,biolink:enables
CPX:CPX-2267,GO:0019430,biological_process,biolink:actively_involved_in
CPX:CPX-2267,GO:1902693,cellular_component,biolink:located_in
CPX:CPX-2268,GO:0005758,cellular_component,biolink:located_in
CPX:CPX-2268,GO:0042719,cellular_component,biolink:located_in
CPX:CPX-2268,GO:0045039,biological_process,biolink:actively_involved_in
CPX:CPX-2268,GO:0140318,molecular_function,biolink:enables
CPX:CPX-23,GO:0000395,biological_process,biolink:actively_involved_in
CPX:CPX-23,GO:0005634,cellular_component,biolink:located_in
CPX:CPX-23,GO:0005681,cellular_component,biolink:located_in
CPX:CPX-23,GO:0005685,cellular_component,biolink:located_in
CPX:CPX-23,GO:0030627,molecular_function,biolink:enables
CPX:CPX-231,GO:0004674,molecular_function,biolink:enables
CPX:CPX-231,GO:0005524,molecular_function,biolink:enables
CPX:CPX-231,GO:0030447,biological_process,biolink:actively_involved_in
CPX:CPX-231,GO:0031588,cellular_component,biolink:located_in
CPX:CPX-231,GO:0043531,molecular_function,biolink:enables
CPX:CPX-231,GO:0070404,molecular_function,biolink:enables
CPX:CPX-231,GO:1904547,biological_process,biolink:actively_involved_in
CPX:CPX-231,GO:2000217,biological_process,biolink:actively_involved_in
CPX:CPX-232,GO:0004674,molecular_function,biolink:enables
CPX:CPX-232,GO:0005524,molecular_function,biolink:enables
CPX:CPX-232,GO:0031588,cellular_component,biolink:located_in
CPX:CPX-232,GO:0043531,molecular_function,biolink:enables
CPX:CPX-232,GO:0070404,molecular_function,biolink:enables
CPX:CPX-232,GO:1904547,biological_process,biolink:actively_involved_in
CPX:CPX-2371,GO:0005739,cellular_component,biolink:located_in
CPX:CPX-2371,GO:0005758,cellular_component,biolink:located_in
CPX:CPX-2371,GO:0042719,cellular_component,biolink:located_in
CPX:CPX-2371,GO:0045039,biological_process,biolink:actively_involved_in
CPX:CPX-24,GO:0000398,biological_process,biolink:actively_involved_in
CPX:CPX-24,GO:0005634,cellular_component,biolink:located_in
CPX:CPX-24,GO:0005681,cellular_component,biolink:located_in
CPX:CPX-24,GO:0005688,cellular_component,biolink:located_in
CPX:CPX-242,GO:0032774,biological_process,biolink:actively_involved_in
CPX:CPX-242,GO:0097078,cellular_component,biolink:located_in
CPX:CPX-25,GO:0000398,biological_process,biolink:actively_involved_in
CPX:CPX-25,GO:0005634,cellular_component,biolink:located_in
CPX:CPX-25,GO:0005681,cellular_component,biolink:located_in
CPX:CPX-25,GO:0046540,cellular_component,biolink:located_in
CPX:CPX-2523,GO:0005783,cellular_component,biolink:located_in
CPX:CPX-2523,GO:0030127,cellular_component,biolink:located_in
CPX:CPX-2523,GO:0070863,biological_process,biolink:actively_involved_in
CPX:CPX-2523,GO:1902953,biological_process,biolink:actively_involved_in
CPX:CPX-2541,GO:0004842,molecular_function,biolink:enables
CPX:CPX-2541,GO:0005524,molecular_function,biolink:enables
CPX:CPX-2541,GO:0031372,cellular_component,biolink:located_in
CPX:CPX-2541,GO:0042275,biological_process,biolink:actively_involved_in
CPX:CPX-2566,GO:0000786,cellular_component,biolink:located_in
CPX:CPX-2566,GO:0005634,cellular_component,biolink:located_in
CPX:CPX-2566,GO:0006333,None,None
CPX:CPX-26,GO:0000398,biological_process,biolink:actively_involved_in
CPX:CPX-26,GO:0005634,cellular_component,biolink:located_in
CPX:CPX-26,GO:0005681,cellular_component,biolink:located_in
CPX:CPX-26,GO:0005686,cellular_component,biolink:located_in
CPX:CPX-26,GO:0045131,molecular_function,biolink:enables
CPX:CPX-26,GO:1903241,biological_process,biolink:actively_involved_in
CPX:CPX-2660,GO:0000992,molecular_function,biolink:enables
CPX:CPX-2660,GO:0001003,molecular_function,biolink:enables
CPX:CPX-2660,GO:0003727,molecular_function,biolink:enables
CPX:CPX-2660,GO:0003899,molecular_function,biolink:enables
CPX:CPX-2660,GO:0005634,cellular_component,biolink:located_in
CPX:CPX-2660,GO:0005666,cellular_component,biolink:located_in
CPX:CPX-2660,GO:0006383,biological_process,biolink:actively_involved_in
CPX:CPX-2660,GO:0006384,biological_process,biolink:actively_involved_in
CPX:CPX-2660,GO:0006386,biological_process,biolink:actively_involved_in
CPX:CPX-2662,GO:0000977,molecular_function,biolink:enables
CPX:CPX-2662,GO:0003727,molecular_function,biolink:enables
CPX:CPX-2662,GO:0003899,molecular_function,biolink:enables
CPX:CPX-2662,GO:0005634,cellular_component,biolink:located_in
CPX:CPX-2662,GO:0005665,cellular_component,biolink:located_in
CPX:CPX-2662,GO:0006367,biological_process,biolink:actively_involved_in
CPX:CPX-2662,GO:0006368,biological_process,biolink:actively_involved_in
CPX:CPX-2800,GO:0004674,molecular_function,biolink:enables
CPX:CPX-2800,GO:0005524,molecular_function,biolink:enables
CPX:CPX-2800,GO:0030447,biological_process,biolink:actively_involved_in
CPX:CPX-2800,GO:0031588,cellular_component,biolink:located_in
CPX:CPX-2800,GO:0043531,molecular_function,biolink:enables
CPX:CPX-2800,GO:0070404,molecular_function,biolink:enables
CPX:CPX-2800,GO:1904547,biological_process,biolink:actively_involved_in
CPX:CPX-2841,GO:0016226,biological_process,biolink:actively_involved_in
CPX:CPX-2841,GO:0055072,biological_process,biolink:actively_involved_in
CPX:CPX-2841,GO:1990229,cellular_component,biolink:located_in
CPX:CPX-2854,GO:0003746,molecular_function,biolink:enables
CPX:CPX-2854,GO:0003924,molecular_function,biolink:enables
CPX:CPX-2854,GO:0005085,molecular_function,biolink:enables
CPX:CPX-2854,GO:0005525,molecular_function,biolink:enables
CPX:CPX-2854,GO:0005840,cellular_component,biolink:located_in
CPX:CPX-2854,GO:0005853,cellular_component,biolink:located_in
CPX:CPX-2854,GO:0006414,biological_process,biolink:actively_involved_in
CPX:CPX-2854,GO:0019003,molecular_function,biolink:enables
CPX:CPX-2894,GO:0006673,biological_process,biolink:actively_involved_in
CPX:CPX-2894,GO:0030148,biological_process,biolink:actively_involved_in
CPX:CPX-2894,GO:0045140,molecular_function,biolink:enables
CPX:CPX-2894,GO:0070916,cellular_component,biolink:located_in
CPX:CPX-2895,GO:0006825,biological_process,biolink:actively_involved_in
CPX:CPX-2895,GO:0015680,biological_process,biolink:actively_involved_in
CPX:CPX-2895,GO:0016532,molecular_function,biolink:enables
CPX:CPX-2895,GO:0101031,cellular_component,biolink:located_in
CPX:CPX-2896,GO:0004784,molecular_function,biolink:enables
CPX:CPX-2896,GO:0019430,biological_process,biolink:actively_involved_in
CPX:CPX-2896,GO:1902693,cellular_component,biolink:located_in
CPX:CPX-29,GO:0000398,biological_process,biolink:actively_involved_in
CPX:CPX-29,GO:0005634,cellular_component,biolink:located_in
CPX:CPX-29,GO:0005681,cellular_component,biolink:located_in
CPX:CPX-29,GO:0005682,cellular_component,biolink:located_in
CPX:CPX-2902,GO:0003697,molecular_function,biolink:enables
CPX:CPX-2902,GO:0004842,molecular_function,biolink:enables
CPX:CPX-2902,GO:0005524,molecular_function,biolink:enables
CPX:CPX-2902,GO:0006513,biological_process,biolink:actively_involved_in
CPX:CPX-2902,GO:0042275,biological_process,biolink:actively_involved_in
CPX:CPX-2902,GO:0097505,cellular_component,biolink:located_in
CPX:CPX-2910,GO:0000077,biological_process,biolink:actively_involved_in
CPX:CPX-2910,GO:0000722,biological_process,biolink:actively_involved_in
CPX:CPX-2910,GO:0000724,biological_process,biolink:actively_involved_in
CPX:CPX-2910,GO:0004842,molecular_function,biolink:enables
CPX:CPX-2910,GO:0010390,biological_process,biolink:actively_involved_in
CPX:CPX-2910,GO:0016574,biological_process,biolink:actively_involved_in
CPX:CPX-2910,GO:0040029,biological_process,biolink:actively_involved_in
CPX:CPX-2910,GO:0042138,biological_process,biolink:actively_involved_in
CPX:CPX-2910,GO:0045944,biological_process,biolink:actively_involved_in
CPX:CPX-2910,GO:1990302,cellular_component,biolink:located_in
CPX:CPX-2911,GO:0006366,biological_process,biolink:actively_involved_in
CPX:CPX-2911,GO:0016881,molecular_function,biolink:enables
CPX:CPX-2911,GO:1990352,cellular_component,biolink:located_in
CPX:CPX-2918,GO:0000209,biological_process,biolink:actively_involved_in
CPX:CPX-2918,GO:0004842,molecular_function,biolink:enables
CPX:CPX-2918,GO:0071596,biological_process,biolink:actively_involved_in
CPX:CPX-2918,GO:1990303,cellular_component,biolink:located_in
CPX:CPX-2921,GO:0000209,biological_process,biolink:actively_involved_in
CPX:CPX-2921,GO:0034450,molecular_function,biolink:enables
CPX:CPX-2921,GO:0043162,biological_process,biolink:actively_involved_in
CPX:CPX-2921,GO:1990306,cellular_component,biolink:located_in
CPX:CPX-2921,GO:2000397,biological_process,biolink:actively_involved_in
CPX:CPX-2923,GO:0000209,biological_process,biolink:actively_involved_in
CPX:CPX-2923,GO:0034450,molecular_function,biolink:enables
CPX:CPX-2923,GO:0043162,biological_process,biolink:actively_involved_in
CPX:CPX-2923,GO:1990306,cellular_component,biolink:located_in
CPX:CPX-2923,GO:2000397,biological_process,biolink:actively_involved_in
CPX:CPX-2935,GO:0004842,molecular_function,biolink:enables
CPX:CPX-2935,GO:0016567,biological_process,biolink:actively_involved_in
CPX:CPX-2935,GO:0071596,biological_process,biolink:actively_involved_in
CPX:CPX-2935,GO:1990305,cellular_component,biolink:located_in
CPX:CPX-2937,GO:0004842,molecular_function,biolink:enables
CPX:CPX-2937,GO:0016567,biological_process,biolink:actively_involved_in
CPX:CPX-2937,GO:0071596,biological_process,biolink:actively_involved_in
CPX:CPX-2937,GO:1990304,cellular_component,biolink:located_in
CPX:CPX-2944,GO:0003678,molecular_function,biolink:enables
CPX:CPX-2944,GO:0003697,molecular_function,biolink:enables
CPX:CPX-2944,GO:0030174,biological_process,biolink:actively_involved_in
CPX:CPX-2944,GO:0042555,cellular_component,biolink:located_in
CPX:CPX-2946,GO:0005524,molecular_function,biolink:enables
CPX:CPX-2946,GO:0016887,molecular_function,biolink:enables
CPX:CPX-2946,GO:0030433,biological_process,biolink:actively_involved_in
CPX:CPX-2946,GO:0034098,cellular_component,biolink:located_in
CPX:CPX-2946,GO:0043130,molecular_function,biolink:enables
CPX:CPX-2946,GO:0071712,biological_process,biolink:actively_involved_in
CPX:CPX-2948,GO:0004842,molecular_function,biolink:enables
CPX:CPX-2948,GO:0005524,molecular_function,biolink:enables
CPX:CPX-2948,GO:0030433,biological_process,biolink:actively_involved_in
CPX:CPX-2948,GO:0043130,molecular_function,biolink:enables
CPX:CPX-2948,GO:1990389,cellular_component,biolink:located_in
CPX:CPX-2950,GO:0005739,cellular_component,biolink:located_in
CPX:CPX-2950,GO:0042719,cellular_component,biolink:located_in
CPX:CPX-297,GO:0003678,molecular_function,biolink:enables
CPX:CPX-297,GO:0003697,molecular_function,biolink:enables
CPX:CPX-297,GO:0005524,molecular_function,biolink:enables
CPX:CPX-297,GO:0005634,cellular_component,biolink:located_in
CPX:CPX-297,GO:0006268,biological_process,biolink:actively_involved_in
CPX:CPX-297,GO:0043596,cellular_component,biolink:located_in
CPX:CPX-297,GO:0071162,cellular_component,biolink:located_in
CPX:CPX-30,GO:0000387,biological_process,biolink:actively_involved_in
CPX:CPX-30,GO:0005682,cellular_component,biolink:located_in
CPX:CPX-30,GO:0005737,cellular_component,biolink:located_in
CPX:CPX-301,GO:0016755,molecular_function,biolink:enables
CPX:CPX-301,GO:0034657,cellular_component,biolink:located_in
CPX:CPX-301,GO:0043161,biological_process,biolink:actively_involved_in
CPX:CPX-301,GO:0061630,molecular_function,biolink:enables
CPX:CPX-302,GO:0006850,biological_process,biolink:actively_involved_in
CPX:CPX-302,GO:0050833,molecular_function,biolink:enables
CPX:CPX-302,GO:0098800,cellular_component,biolink:located_in
CPX:CPX-3028,GO:0000148,cellular_component,biolink:located_in
CPX:CPX-3028,GO:0003843,molecular_function,biolink:enables
CPX:CPX-3028,GO:0006075,biological_process,biolink:actively_involved_in
CPX:CPX-3028,GO:0016021,cellular_component,biolink:located_in
CPX:CPX-3028,GO:0030476,biological_process,biolink:actively_involved_in
CPX:CPX-303,GO:0006850,biological_process,biolink:actively_involved_in
CPX:CPX-303,GO:0050833,molecular_function,biolink:enables
CPX:CPX-303,GO:0098800,cellular_component,biolink:located_in
CPX:CPX-3034,GO:0003984,molecular_function,biolink:enables
CPX:CPX-3034,GO:0005739,cellular_component,biolink:located_in
CPX:CPX-3034,GO:0005948,cellular_component,biolink:located_in
CPX:CPX-3034,GO:0009082,biological_process,biolink:actively_involved_in
CPX:CPX-3036,GO:0004169,molecular_function,biolink:enables
CPX:CPX-3036,GO:0009272,biological_process,biolink:actively_involved_in
CPX:CPX-3036,GO:0030176,cellular_component,biolink:located_in
CPX:CPX-3036,GO:0035269,biological_process,biolink:actively_involved_in
CPX:CPX-3036,GO:0097582,cellular_component,biolink:located_in
CPX:CPX-3036,GO:1900101,biological_process,biolink:actively_involved_in
CPX:CPX-3037,GO:0004169,molecular_function,biolink:enables
CPX:CPX-3037,GO:0009272,biological_process,biolink:actively_involved_in
CPX:CPX-3037,GO:0030176,cellular_component,biolink:located_in
CPX:CPX-3037,GO:0035269,biological_process,biolink:actively_involved_in
CPX:CPX-3037,GO:0097583,cellular_component,biolink:located_in
CPX:CPX-3037,GO:1900101,biological_process,biolink:actively_involved_in
CPX:CPX-3038,GO:0004169,molecular_function,biolink:enables
CPX:CPX-3038,GO:0009272,biological_process,biolink:actively_involved_in
CPX:CPX-3038,GO:0030176,cellular_component,biolink:located_in
CPX:CPX-3038,GO:0035269,biological_process,biolink:actively_involved_in
CPX:CPX-3038,GO:0097584,cellular_component,biolink:located_in
CPX:CPX-3038,GO:1900101,biological_process,biolink:actively_involved_in
CPX:CPX-3039,GO:0004169,molecular_function,biolink:enables
